Section,Type,Key,English,German
Page SEO,H1,page:en:tools/fix-upside-down-pdf:h1,Fix Upside Down PDF — Rotate 180° Free,
Page SEO,Meta Title,page:en:tools/fix-upside-down-pdf:metaTitle,Fix Upside Down PDF | Free,
Page SEO,Meta Description,page:en:tools/fix-upside-down-pdf:metaDesc,"Fix upside down PDF pages by rotating them 180 degrees. Common fix for scanned documents. Free, instant, no upload needed.",
Page SEO,H1,page:en:tools/diff-checker:h1,Diff Checker — Compare Text Online,
Page SEO,Meta Title,page:en:tools/diff-checker:metaTitle,Diff Checker | Free Text Compare,
Page SEO,Meta Description,page:en:tools/diff-checker:metaDesc,"Free diff checker. Compare two texts side-by-side and find additions, deletions, and changes instantly.",
Page SEO,H1,page:en:tools/text-compare:h1,Text Compare — Find Differences Between Texts,
Page SEO,Meta Title,page:en:tools/text-compare:metaTitle,Text Compare | Free,
Page SEO,Meta Description,page:en:tools/text-compare:metaDesc,Compare two blocks of text and see what changed. Free online text comparison tool.,
Page SEO,H1,page:en:tools/hash-generator:h1,"Hash Generator — SHA-256, SHA-512 & More",
Page SEO,Meta Title,page:en:tools/hash-generator:metaTitle,Free Hash Generator | SHA256 SHA512,
Page SEO,Meta Description,page:en:tools/hash-generator:metaDesc,"Free hash generator. Compute SHA-1, SHA-256, SHA-384, SHA-512 hashes instantly using Web Crypto API.",
Page SEO,H1,page:en:tools/sha256-hash-generator:h1,SHA-256 Hash Generator — Free Online,
Page SEO,Meta Title,page:en:tools/sha256-hash-generator:metaTitle,SHA-256 Hash Generator | Free,
Page SEO,Meta Description,page:en:tools/sha256-hash-generator:metaDesc,Generate SHA-256 hashes from text or files instantly. Uses the browser\,
Page SEO,H1,page:en:tools/md5-hash-generator:h1,MD5 Hash Generator — Free Online,
Page SEO,Meta Title,page:en:tools/md5-hash-generator:metaTitle,MD5 Hash Generator | Free,
Page SEO,Meta Description,page:en:tools/md5-hash-generator:metaDesc,Generate MD5 hashes from text instantly. Note: MD5 is not recommended for security. Use SHA-256 for cryptographic purposes. Free and private.,
Page SEO,H1,page:en:tools/regex-tester:h1,Regex Tester — Test Regular Expressions,
Page SEO,Meta Title,page:en:tools/regex-tester:metaTitle,Regex Tester | Free Online,
Page SEO,Meta Description,page:en:tools/regex-tester:metaDesc,Free regex tester. Write and test regular expressions with live matching and detailed results.,
Page SEO,H1,page:en:tools/csv-json:h1,CSV ↔ JSON Converter — Free Online,
Page SEO,Meta Title,page:en:tools/csv-json:metaTitle,CSV to JSON Converter | Free,
Page SEO,Meta Description,page:en:tools/csv-json:metaDesc,Free CSV to JSON and JSON to CSV converter. Bidirectional conversion with proper escaping.,
Page SEO,H1,page:en:tools/csv-to-json:h1,CSV to JSON — Convert CSV Files to JSON,
Page SEO,Meta Title,page:en:tools/csv-to-json:metaTitle,CSV to JSON | Free,
Page SEO,Meta Description,page:en:tools/csv-to-json:metaDesc,"Convert CSV data to JSON format instantly. Handles headers, quotes, and special characters correctly. Free online converter.",
Page SEO,H1,page:en:tools/json-to-csv:h1,JSON to CSV — Convert JSON to Spreadsheet Format,
Page SEO,Meta Title,page:en:tools/json-to-csv:metaTitle,JSON to CSV Converter | Free,
Page SEO,Meta Description,page:en:tools/json-to-csv:metaDesc,"Convert JSON arrays to CSV format for Excel, Google Sheets, and databases. Handles nested data and special characters. Free and instant.",
Page SEO,H1,page:en:tools/markdown-html:h1,Markdown ↔ HTML Converter — Free Online,
Page SEO,Meta Title,page:en:tools/markdown-html:metaTitle,Markdown to HTML Converter | Free,
Page SEO,Meta Description,page:en:tools/markdown-html:metaDesc,"Free Markdown to HTML and HTML to Markdown converter. Bidirectional, no dependencies.",
Page SEO,H1,page:en:tools/markdown-to-html:h1,Markdown to HTML — Convert MD to HTML,
Page SEO,Meta Title,page:en:tools/markdown-to-html:metaTitle,Markdown to HTML | Free,
Page SEO,Meta Description,page:en:tools/markdown-to-html:metaDesc,Convert Markdown text to HTML code instantly. Free online tool.,
Page SEO (DE),H1,page:de:bild/png-zu-svg:h1,,PNG in SVG umwandeln — Kostenloser Online-Vektorisierer
Page SEO (DE),Meta Title,page:de:bild/png-zu-svg:metaTitle,,"PNG zu SVG Konverter | Kostenlos, Privat, Sofort"
Page SEO (DE),Meta Description,page:de:bild/png-zu-svg:metaDesc,,"Konvertieren Sie jedes PNG-, JPG- oder WebP-Bild in das SVG-Vektorformat. Läuft lokal in Ihrem Browser."
Page SEO (DE),H1,page:de:tools/logo-in-svg-umwandeln:h1,,Logo in SVG umwandeln — Kostenloser Logo-Vektorisierer
Page SEO (DE),Meta Title,page:de:tools/logo-in-svg-umwandeln:metaTitle,,Logo in SVG umwandeln | Kostenlos
Page SEO (DE),Meta Description,page:de:tools/logo-in-svg-umwandeln:metaDesc,,"Verwandeln Sie jedes Logo-PNG oder JPG in ein sauberes, skalierbares SVG. Perfekt für Visitenkarten und Web. 100% kostenlos."
Page SEO (DE),H1,page:de:tools/unterschrift-in-svg-umwandeln:h1,,Unterschrift in SVG umwandeln — Kostenloser Signatur-Vektorisierer
Page SEO (DE),Meta Title,page:de:tools/unterschrift-in-svg-umwandeln:metaTitle,,Unterschrift in SVG umwandeln | Kostenlos
Page SEO (DE),Meta Description,page:de:tools/unterschrift-in-svg-umwandeln:metaDesc,,Vektorisieren Sie Ihre handschriftliche Unterschrift in ein gestochen scharfes SVG. Kostenlos und privat.
Page SEO (DE),H1,page:de:tools/skizze-in-svg-umwandeln:h1,,Skizze in SVG umwandeln — Kostenloser Skizzen-Vektorisierer
Page SEO (DE),Meta Title,page:de:tools/skizze-in-svg-umwandeln:metaTitle,,Skizze in SVG umwandeln | Kostenlos
Page SEO (DE),Meta Description,page:de:tools/skizze-in-svg-umwandeln:metaDesc,,Verwandeln Sie handgezeichnete Skizzen in skalierbare SVG-Vektoren. Bewahrt künstlerische Details.
Page SEO (DE),H1,page:de:tools/foto-in-svg-umwandeln:h1,,Foto in SVG umwandeln — Kostenloser Foto-Vektorisierer
Page SEO (DE),Meta Title,page:de:tools/foto-in-svg-umwandeln:metaTitle,,Foto in SVG umwandeln | Kostenlos
Page SEO (DE),Meta Description,page:de:tools/foto-in-svg-umwandeln:metaDesc,,Verwandeln Sie Fotos in SVG-Vektorkunst. Erweiterte Farbverfolgung für detaillierte Ergebnisse. Kostenlos und lokal.
Page SEO (DE),H1,page:de:alternativen/vectorizer-ai-kostenlose-alternative:h1,,Kostenlose Vectorizer.ai Alternative — Bilder online in SVG umwandeln
Page SEO (DE),Meta Title,page:de:alternativen/vectorizer-ai-kostenlose-alternative:metaTitle,,Vectorizer.ai Alternative | Kostenlos
Page SEO (DE),Meta Description,page:de:alternativen/vectorizer-ai-kostenlose-alternative:metaDesc,,"Suchen Sie eine kostenlose Alternative zu Vectorizer.ai? BestOnline.Tools läuft 100% lokal in Ihrem Browser. Ohne Anmeldung, ohne Limits."
Page SEO (DE),H1,page:de:bild/hintergrund-entfernen:h1,,Hintergrund entfernen — Kostenlos & Privat
Page SEO (DE),Meta Title,page:de:bild/hintergrund-entfernen:metaTitle,,"Hintergrund Entfernen | Kostenlos, KI"
Page SEO (DE),Meta Description,page:de:bild/hintergrund-entfernen:metaDesc,,Entfernen Sie Hintergründe aus Bildern sofort. Läuft 100% lokal auf Ihrem Gerät mit KI — Ihre Fotos verlassen niemals Ihren Browser.
Page SEO (DE),H1,page:de:tools/hintergrund-von-portrait-entfernen:h1,,Hintergrund von Portrait entfernen — Kostenloser Portrait-Ausschnitt
Page SEO (DE),Meta Title,page:de:tools/hintergrund-von-portrait-entfernen:metaTitle,,Portrait Hintergrund entfernen | Kostenlos
Page SEO (DE),Meta Description,page:de:tools/hintergrund-von-portrait-entfernen:metaDesc,,Entfernen Sie den Hintergrund von Porträtfotos sofort. Perfekt für Bewerbungsfotos und Profilbilder. Kostenlos und privat.
Page SEO (DE),H1,page:de:tools/hintergrund-von-produktfoto-entfernen:h1,,Hintergrund von Produktfoto entfernen — Kostenlos für E-Commerce
Page SEO (DE),Meta Title,page:de:tools/hintergrund-von-produktfoto-entfernen:metaTitle,,Produktfoto Hintergrund entfernen | Kostenlos
Page SEO (DE),Meta Description,page:de:tools/hintergrund-von-produktfoto-entfernen:metaDesc,,Erstellen Sie saubere Produktbilder mit transparentem Hintergrund. Perfekt für Amazon und Shopify.
Page SEO (DE),H1,page:de:tools/bild-transparent-machen:h1,,Bild transparent machen — Kostenloser Hintergrund-Radierer
Page SEO (DE),Meta Title,page:de:tools/bild-transparent-machen:metaTitle,,Bild transparent machen | Kostenlos
Page SEO (DE),Meta Description,page:de:tools/bild-transparent-machen:metaDesc,,Machen Sie jeden Bildhintergrund mit einem Klick transparent. Laden Sie ein hochwertiges PNG mit Transparenz herunter.
Page SEO (DE),H1,page:de:alternativen/remove-bg-kostenlose-alternative:h1,,"Kostenlose remove.bg Alternative — Ohne Anmeldung, Unbegrenzt"
Page SEO (DE),Meta Title,page:de:alternativen/remove-bg-kostenlose-alternative:metaTitle,,remove.bg kostenlose Alternative | Ohne Limits
Page SEO (DE),Meta Description,page:de:alternativen/remove-bg-kostenlose-alternative:metaDesc,,"Suchen Sie eine kostenlose Alternative zu remove.bg? Unser Tool läuft lokal in Ihrem Browser. Keine Credits, keine Wasserzeichen, unbegrenzt."
Page SEO (DE),H1,page:de:pdf/zusammenfuehren:h1,,PDF zusammenführen — Kostenlos & Privat
Page SEO (DE),Meta Title,page:de:pdf/zusammenfuehren:metaTitle,,"PDF zusammenführen | Kostenlos, Unbegrenzt"
Page SEO (DE),Meta Description,page:de:pdf/zusammenfuehren:metaDesc,,Mehrere PDFs zu einer Datei kombinieren. Läuft 100% in Ihrem Browser — Dateien verlassen niemals Ihr Gerät.
Page SEO (DE),H1,page:de:pdf/teilen:h1,,PDF teilen — Kostenlos & Privat
Page SEO (DE),Meta Title,page:de:pdf/teilen:metaTitle,,"PDF teilen | Kostenlos, Unbegrenzt"
Page SEO (DE),Meta Description,page:de:pdf/teilen:metaDesc,,"PDF-Dateien nach Seitenbereich, alle N Seiten oder in gleiche Teile aufteilen. 100% lokal in Ihrem Browser."
Page SEO (DE),H1,page:de:tools/pdf-dateien-zusammenfuehren:h1,,PDF-Dateien zusammenführen — Kostenlos
Page SEO (DE),Meta Title,page:de:tools/pdf-dateien-zusammenfuehren:metaTitle,,PDF-Dateien zusammenführen | Kostenlos
Page SEO (DE),Meta Description,page:de:tools/pdf-dateien-zusammenfuehren:metaDesc,,Mehrere PDF-Dateien zu einem Dokument zusammenführen. Per Drag-and-Drop umordnen. Kostenlos und privat.
Page SEO (DE),H1,page:de:tools/seiten-aus-pdf-extrahieren:h1,,Seiten aus PDF extrahieren — Kostenloser Seitenextraktor
Page SEO (DE),Meta Title,page:de:tools/seiten-aus-pdf-extrahieren:metaTitle,,PDF-Seiten extrahieren | Kostenlos
Page SEO (DE),Meta Description,page:de:tools/seiten-aus-pdf-extrahieren:metaDesc,,"Bestimmte Seiten aus einer PDF extrahieren. Wählen Sie Seitenbereiche wie 1-5, 8, 12-15. Kostenlos."
Page SEO (DE),H1,page:de:tools/pdf-nach-seiten-teilen:h1,,PDF nach Seiten teilen — Kostenloser PDF-Splitter
Page SEO (DE),Meta Title,page:de:tools/pdf-nach-seiten-teilen:metaTitle,,PDF nach Seiten teilen | Kostenlos
Page SEO (DE),Meta Description,page:de:tools/pdf-nach-seiten-teilen:metaDesc,,Eine PDF in mehrere Dateien nach Seitenzahl aufteilen. Alle N Seiten oder in gleiche Teile. Unbegrenzt und kostenlos.
Page SEO (DE),H1,page:de:alternativen/ilovepdf-kostenlose-alternative:h1,,"Kostenlose iLovePDF Alternative — Ohne Upload, Unbegrenzt"
Page SEO (DE),Meta Title,page:de:alternativen/ilovepdf-kostenlose-alternative:metaTitle,,iLovePDF kostenlose Alternative | Ohne Limits
Page SEO (DE),Meta Description,page:de:alternativen/ilovepdf-kostenlose-alternative:metaDesc,,Suchen Sie eine kostenlose Alternative zu iLovePDF? PDFs zusammenführen und teilen ohne Dateien hochzuladen.
Page SEO (DE),H1,page:de:alternativen/smallpdf-kostenlose-alternative:h1,,Kostenlose Smallpdf Alternative — Ohne tägliche Limits
Page SEO (DE),Meta Title,page:de:alternativen/smallpdf-kostenlose-alternative:metaTitle,,Smallpdf kostenlose Alternative | Unbegrenzt
Page SEO (DE),Meta Description,page:de:alternativen/smallpdf-kostenlose-alternative:metaDesc,,"Suchen Sie eine kostenlose Alternative zu Smallpdf? Keine 5MB-Begrenzung, keine täglichen Aufgabenlimits."
Page SEO (DE),H1,page:de:bild/bild-komprimieren:h1,,Bilder komprimieren — Kostenlos & Privat
Page SEO (DE),Meta Title,page:de:bild/bild-komprimieren:metaTitle,,"Bilder komprimieren | Kostenlos, Unbegrenzt"
Page SEO (DE),Meta Description,page:de:bild/bild-komprimieren:metaDesc,,"Bildgrößen sofort reduzieren — PNG, JPG, WebP. 100% im Browser. Kein Upload, kein Qualitätsverlust, keine Limits."
Page SEO (DE),H1,page:de:tools/png-komprimieren:h1,,PNG komprimieren — Kostenloser PNG-Optimierer
Page SEO (DE),Meta Title,page:de:tools/png-komprimieren:metaTitle,,PNG komprimieren | Kostenlos
Page SEO (DE),Meta Description,page:de:tools/png-komprimieren:metaDesc,,PNG-Dateigrößen reduzieren ohne Qualitätsverlust. Für noch kleinere Dateien in WebP konvertieren. Kostenlos und privat.
Page SEO (DE),H1,page:de:tools/jpg-komprimieren:h1,,JPG komprimieren — Kostenloser JPEG-Optimierer
Page SEO (DE),Meta Title,page:de:tools/jpg-komprimieren:metaTitle,,JPG komprimieren | Kostenlos
Page SEO (DE),Meta Description,page:de:tools/jpg-komprimieren:metaDesc,,JPG-Dateigrößen um bis zu 80% reduzieren. Einstellbarer Qualitätsregler. Kostenlos und privat.
Page SEO (DE),H1,page:de:tools/bilddateigroesse-reduzieren:h1,,Bilddateigröße reduzieren — Kostenlos
Page SEO (DE),Meta Title,page:de:tools/bilddateigroesse-reduzieren:metaTitle,,Bilddateigröße reduzieren | Kostenlos
Page SEO (DE),Meta Description,page:de:tools/bilddateigroesse-reduzieren:metaDesc,,"Bilder für E-Mail, Websites und Social Media verkleinern. Mehrere Bilder gleichzeitig komprimieren. Kostenlos."
Page SEO (DE),H1,page:de:alternativen/tinypng-kostenlose-alternative:h1,,"Kostenlose TinyPNG Alternative — Ohne Upload, Unbegrenzt"
Page SEO (DE),Meta Title,page:de:alternativen/tinypng-kostenlose-alternative:metaTitle,,TinyPNG kostenlose Alternative | Ohne Limits
Page SEO (DE),Meta Description,page:de:alternativen/tinypng-kostenlose-alternative:metaDesc,,Suchen Sie eine kostenlose Alternative zu TinyPNG? Bilder komprimieren ohne Dateien hochzuladen. Keine monatlichen Limits.
Page SEO (DE),H1,page:de:alternativen/squoosh-kostenlose-alternative:h1,,Kostenlose Squoosh Alternative — Mehrere Bilder komprimieren
Page SEO (DE),Meta Title,page:de:alternativen/squoosh-kostenlose-alternative:metaTitle,,"Squoosh Alternative | Kostenlos, Batch"
Page SEO (DE),Meta Description,page:de:alternativen/squoosh-kostenlose-alternative:metaDesc,,"Squoosh kann nur ein Bild gleichzeitig. Unser Tool komprimiert mehrere Bilder gleichzeitig, alles im Browser."
Page SEO (DE),H1,page:de:bild/foto-als-ausmalbild:h1,,Foto als Ausmalbild — Kostenlos & Privat
Page SEO (DE),Meta Title,page:de:bild/foto-als-ausmalbild:metaTitle,,"Foto als Ausmalbild | Kostenlos, Ohne Upload"
Page SEO (DE),Meta Description,page:de:bild/foto-als-ausmalbild:metaDesc,,"Verwandeln Sie jedes Foto in ein druckbares Ausmalbild. Empfindlichkeit, Linienstärke und Glättung einstellen. 100% im Browser."
Page SEO (DE),H1,page:de:tools/foto-in-ausmalbild-verwandeln:h1,,Foto in Ausmalbild verwandeln — Kostenlos für Eltern & Lehrer
Page SEO (DE),Meta Title,page:de:tools/foto-in-ausmalbild-verwandeln:metaTitle,,Foto in Ausmalbild | Kostenlos
Page SEO (DE),Meta Description,page:de:tools/foto-in-ausmalbild-verwandeln:metaDesc,,"Familienfotos, Haustierbilder und Naturaufnahmen in druckbare Ausmalbilder verwandeln. Perfekt für Kinder und Klassenzimmer."
